Province,Division,District,Households,Pop2023,AHS,Pop2017,GR,DistrictKey,Disab_Communication,Disab_Disability,Disab_Functional_limitation,Disab_Hearing,Disab_Memorization_Focus,Disab_Population,Disab_Seeing,Disab_Self_care_etc,Disab_Walking_Climbing,Lang_BALOCHI,Lang_BALTI,Lang_BRAHVI,Lang_HINDKO,Lang_KALASHA,Lang_KASHMIRI,Lang_KOHIOSTANI,Lang_MEWATI,Lang_OTHERS,Lang_PUNJABI,Lang_PUSHTO,Lang_SARAIKI,Lang_SHINA,Lang_SINDHI,Lang_TOTAL,Lang_URDU,EverAttended,Lit_GE10,OutOfSchool_5_16,Pop_GE10,Pop_GE5,Literacy_01,Literacy_Flag,Attendance_01,Attendance_Flag,Energy_HOUSEHOLDS,Energy_LIGHT_ELECT,Energy_LIGHT_SOLAR,Energy_LIGHT_OTHERS,Energy_FUEL_GAS,Energy_FUEL_LPGCNG,Energy_FUEL_FIREWOOD,Energy_FUEL_OTHERS,Energy_SEP_KITCHEN,Energy_NO_KITCHEN,Energy_Access_Electricity,Energy_Flag_Elec,San_HOUSEHOLDS,San_TOILET_SEPARATE,San_TOILET_FLUSH,San_TOILET_NON_FLUSH,San_TOILET_NONE,San_WASHROOM_SEPARATE,San_WASHROOM_NONE,San_Access_SanitaryToilet,San_Flag,Wtr_HOUSEHOLDS,Wtr_DRINK_WTR_IMPROVE,Wtr_DRINK_WTR_INSIDE,Wtr_DRINK_WTR_OUTSIDE,Wtr_DRINK_WTR_TAP,Wtr_DRINK_WTR_MOTOR,Wtr_DRINK_WTR_WELL,Wtr_DRINK_WTR_FILTER,Wtr_DRINK_WTR_BOTTLE,Wtr_DRINK_WTR_OTHER,Wtr_Access_ImprovedDrink,Wtr_Flag,Age_TotalPop,Age_Male,Age_Female,Age_Trans,Age_Rural,Age_Urban,Marital_DIVORCED,Marital_MARRIED,Marital_NEVER_MARRIED,Marital_SEPERATION,Marital_WIDOWED
Sindh,Hyderabad,Dadu,340665,1742320,5.11,1550390,1.97,DADU,12007,29596,97979,21286,15592,1742307,19235,10258,32620,5974,0,760,401,0,11,0,0,425,1962,1262,2072,1,1725321,1742307,4118,663645,565078,267831,1199047,1468388,0.4712726023250131,âœ“,0.45195479668861366,âœ“,340471,210779,87058,42634,72814,1114,199899,66644,144033,103131,0.6190806265438172,âœ“,340471,223280,274924,62209,3338,136822,102991,0.8074814007654103,âœ“,340471,316805,199032,141439,139800,159695,13239,1643,5489,20605,0.9304904088747646,âœ“,1742307,883787,858434,86,1303286,439021,1116,669302,276075,1118,35967
Sindh,Hyderabad,Hyderabad,448479,2432540,5.42,2199928,1.69,HYDERABAD,25553,70624,251880,52496,37525,2432540,47067,28881,80108,17558,83,5479,18546,122,575,170,3205,56380,75959,68878,19442,236,1048906,2432540,1117001,1326048,1192087,211452,1773727,2054092,0.6720803145016115,âœ“,0.6455640740531583,âœ“,448191,408281,12650,27260,338014,7413,94280,8484,277270,36523,0.9109531427449458,âœ“,448191,315866,404210,26119,17862,292618,41885,0.90186996169044,âœ“,448191,431140,323555,124636,239644,147511,1980,23774,16452,18830,0.961955951815186,âœ“,2432540,1289277,1143092,171,410161,2022379,5679,960940,485210,2338,62246
Sindh,Hyderabad,Jamshoro,213639,1117308,5.23,993908,1.98,JAMSHORO,9206,24339,90757,19309,13586,1117216,17704,9964,29126,16348,5,1992,4372,0,229,94,397,2087,26141,20880,4613,2,999091,1117216,40965,428145,389886,169423,785657,947605,0.4962547269355457,âœ“,0.4518180043372502,âœ“,213493,137032,34877,41584,76264,2387,123716,11126,117287,42525,0.6418571100691826,âœ“,213493,125282,146948,27578,38967,111195,53467,0.6883035977760394,âœ“,213493,187781,92594,120899,84279,55696,11913,1810,1602,58193,0.8795651379670528,âœ“,1117216,577992,539157,67,595470,521746,1146,428104,196487,913,24909
Sindh,Hyderabad,Matiari,158559,849383,5.36,770040,1.65,MATIARI,6935,18327,60212,12404,9249,849351,11684,6399,19933,11322,0,488,11128,1,8,0,1,4889,3893,3599,1963,0,789454,849351,22605,315043,267295,129690,582611,707625,0.4587881107634425,âœ“,0.44521180003532945,âœ“,158463,110093,15936,32434,42853,502,110733,4375,70935,51981,0.6947552425487338,âœ“,158463,75015,101725,16796,39942,65462,56225,0.6419479626158788,âœ“,158463,154538,131194,27269,81037,71438,514,1378,304,3792,0.975230810977957,âœ“,849351,430080,419246,25,646688,202663,988,324779,138219,575,20332
Sindh,Hyderabad,Sujawal,158917,839292,5.28,779062,1.25,SUJAWAL,7101,17998,62845,13796,9922,839292,12978,6770,20663,1144,0,45,707,0,5,2,0,589,772,1283,178,0,834236,839292,331,157130,149071,207764,551765,693810,0.2701711779471333,âœ“,0.22647410674392124,âœ“,158854,49451,21500,87903,13956,285,134642,9971,75387,65203,0.3112984249688393,âœ“,158854,62824,38915,40448,79491,67521,74323,0.24497337177534087,âœ“,158854,127126,70005,88849,73029,51030,6051,188,95,28461,0.8002694297908771,âœ“,839292,437151,402109,32,750445,88847,505,316332,118127,459,14891
Sindh,Hyderabad,Tando Allahyar,177534,922012,5.19,838527,1.6,TANDO ALLAHYAR,8671,30020,85339,16777,12706,922012,15356,9987,27802,10552,1,1920,9241,0,185,1,3780,6706,22976,6136,6835,7,786867,922012,66805,284824,247486,170489,621796,762294,0.3980179994724958,âœ“,0.37364061635012213,âœ“,177471,122508,7837,47126,48077,412,122482,6500,73018,70397,0.6902986966884731,âœ“,177471,82910,100545,18391,58535,66375,76720,0.5665432662237774,âœ“,177471,171658,109779,67692,83613,82496,929,3731,713,5989,0.9672453527618596,âœ“,922012,468504,453487,21,636325,285687,979,361621,129128,446,20607
Sindh,Hyderabad,Tando Muhammad Khan,143956,726119,5.04,677098,1.18,TANDO MUHAMMAD KHAN,7379,20768,68236,14060,10280,725923,13329,7314,22851,1107,0,1340,14561,0,288,0,269,6791,5308,2798,4234,0,679052,725923,10175,193841,171013,141821,502611,617819,0.3402492185805723,âœ“,0.31375046736989315,âœ“,143798,57014,18984,67800,24961,319,103545,14973,55598,64351,0.3964867383412843,âœ“,143798,46928,49941,20446,73411,46572,74964,0.3472996842793363,âœ“,143798,138220,89680,54118,82797,52888,760,594,930,5829,0.9612094744015912,âœ“,725923,376642,349260,21,563930,161993,856,297888,101922,697,18301
Sindh,Hyderabad,Thatta,206281,1083191,5.25,982138,1.65,THATTA,10188,29353,97408,20236,14561,1083191,18320,11165,31167,10748,19,3380,1872,0,112,0,12,1489,9284,12131,1344,0,1029115,1083191,13685,222826,197949,268486,736470,911545,0.26878080573546786,âœ“,0.24444871070545063,âœ“,206202,92356,27686,86160,28493,891,170877,5941,130543,54362,0.4478909030950234,âœ“,206202,89315,63278,43259,99665,106370,81090,0.30687384215478025,âœ“,206202,160980,66638,139564,94552,54062,6164,1029,1759,48636,0.7806907789449181,âœ“,1083191,555252,527895,44,889512,193679,805,410464,172495,812,19550
Sindh,Karachi,Karachi Central,652776,3822325,5.86,2971382,4.3,KARACHI CENTRAL,53200,117476,567925,122628,81981,3820388,106080,65896,169013,33638,2438,6111,31693,109,6493,3767,4134,100841,154238,177748,148299,2205,84881,3820388,3063793,2703528,2441433,222825,2922005,3334074,0.8355334778687922,âœ“,0.8108782228588808,âœ“,651268,645540,3744,1984,637338,5294,6009,2627,470496,9884,0.9912048496164404,âœ“,651268,536051,634411,13897,2960,529137,8285,0.9741166462961484,âœ“,651268,640240,476005,175263,395447,110719,4348,51520,69749,19485,0.9830668787657308,âœ“,3820388,2018186,1801639,563,0,3820388,13155,1534941,851164,5351,103352
Sindh,Karachi,Karachi East,665452,3950031,5.94,2875315,5.45,KARACHI EAST,48134,121796,499797,106453,73439,3913656,92500,58573,152580,71312,12297,4742,91034,172,14077,2285,6738,194350,407425,453464,231523,6314,501156,3913656,1916767,2604611,2386145,286039,2980142,3418286,0.8006816453712609,âœ“,0.7619640369471717,âœ“,659389,644999,6813,7577,607341,20245,25694,6109,461357,14547,0.97817676667339,âœ“,659389,544976,622592,25105,11692,536329,19576,0.9441953080806624,âœ“,659389,641022,430977,228412,362375,94011,4930,63952,96114,38007,0.9721454255378844,âœ“,3913656,2080839,1832391,426,0,3913656,10465,1589440,855728,4346,83352
Sindh,Karachi,Karachi South,426224,2329764,5.47,1769230,4.71,KARACHI SOUTH,29842,67812,301081,65299,44995,2329764,56257,34313,91909,269872,1169,8434,86498,56,5370,551,1501,311965,190438,219474,61543,498,363930,2329764,808465,1566297,1447743,155238,1842717,2090672,0.7856567231973222,âœ“,0.7491835161134793,âœ“,425093,420044,2694,2355,377339,35714,7932,4108,269076,8209,0.988122599054795,âœ“,425093,371037,410465,12169,2459,365141,8803,0.9655887064712898,âœ“,425093,417644,298606,126487,213087,113018,1296,27592,47876,22224,0.9824767756702651,âœ“,2329764,1240860,1088520,384,0,2329764,9027,986692,529516,2839,61410
Sindh,Karachi,Karachi West,465197,2679380,5.76,2077228,4.35,KARACHI WEST,26054,54306,250872,54887,37910,2679380,48713,27685,77875,73542,1765,19374,64030,131,5434,2058,6714,40873,130596,653129,92741,772,103826,2679380,1484395,1460429,1352477,298918,2005821,2344959,0.6742760196448238,âœ“,0.6227951107034281,âœ“,464756,445924,8802,10030,377753,33445,48802,4756,348669,7386,0.9594798130631988,âœ“,464756,357469,443773,15588,5395,350982,11105,0.954851578032344,âœ“,464756,450262,298747,166009,269550,44255,3244,4592,8787,134328,0.968813743125425,âœ“,2679380,1415430,1263753,197,248952,2430428,7482,1091471,528448,3006,58073
Sindh,Karachi,Keamari,319555,2068451,6.47,1829837,2.07,KEAMARI,20301,40393,202235,44809,30778,2066574,38944,22548,61451,146835,603,13069,160190,29,6485,3254,1199,121502,223919,684923,56474,1101,191220,2066574,455771,1010355,944213,251655,1521192,1783564,0.6207059989797474,âœ“,0.5664809336811014,âœ“,319121,311530,4776,2815,269053,21105,25737,3226,238761,6254,0.9762127844924026,âœ“,319121,255299,302537,12267,4317,248692,11082,0.948032251089712,âœ“,319121,302513,122386,196735,112303,34803,2119,7798,16750,145348,0.9479570445066292,âœ“,2066574,1099725,966637,212,0,2066574,4824,807956,418893,1868,38140
Sindh,Karachi,Korangi,493504,3128971,6.34,2577556,3.29,KORANGI,35220,70150,356014,78283,51993,3127976,66543,40601,106248,22574,6924,1422,82491,59,6056,800,8247,96917,298075,134924,85428,6752,172684,3127976,2204623,2053470,1846470,291201,2312200,2694494,0.7985771127065133,âœ“,0.7620985609914144,âœ“,493050,487964,2948,2138,476582,9788,4605,2075,384988,5133,0.9896846161646892,âœ“,493050,400983,480174,9846,3030,395063,8109,0.973885001521144,âœ“,493050,482881,272562,220488,187119,131790,2032,49786,63672,58651,0.9793753169049793,âœ“,3127976,1649694,1477616,666,0,3127976,10284,1179974,669130,3729,69644
Sindh,Karachi,Malir,416512,2403959,5.77,1924346,3.79,MALIR,21620,46420,167807,38204,28613,2419736,34495,18300,54792,190579,1710,22841,137791,58,7067,1358,1842,76717,240591,428486,77895,4218,846492,2419736,382091,1233311,1133717,291573,1795564,2109814,0.6313988251045354,âœ“,0.5845591127938292,âœ“,421426,383812,20393,17221,319232,25368,73097,3729,309142,14519,0.910745896076654,âœ“,421426,322335,378196,27550,15680,316890,25041,0.8974197130694357,âœ“,421426,408301,291337,130089,236429,106146,5171,18435,21722,33523,0.9688557421706302,âœ“,2419736,1282604,1136907,225,1264678,1155058,4731,993610,467874,1959,44978
Sindh,Larkana,Jacobabad,195161,1174097,6.02,1007009,2.6,JACOBABAD,8824,25460,82546,17384,12728,1174097,16357,9012,27889,76552,5,25113,553,0,55,0,10,529,2543,3510,8444,3,1052864,1174097,3916,336513,307946,257173,727254,931318,0.4234366534938275,âœ“,0.3613298572560608,âœ“,195056,100774,57463,36819,34608,1153,110774,48521,78825,63645,0.5166413747846772,âœ“,195056,82087,106249,31874,56933,79456,62024,0.5447102370601263,âœ“,195056,184019,86255,108801,84056,72359,3128,1621,4715,29177,0.943416249692396,âœ“,1174097,595787,578201,109,812180,361917,418,401724,147969,447,19778
Sindh,Larkana,Kambar Shahdad Kot,267684,1514869,5.66,1338035,2.1,KAMBAR SHAHDAD KOT,11571,20214,109899,24579,16386,1514869,21686,11517,34425,11317,0,39034,385,2,10,0,380,160,967,1364,1955,3,1457464,1514869,1828,470868,395091,280556,987214,1238666,0.4002080602584647,âœ“,0.3801412164376838,âœ“,267553,115361,111531,40661,50604,656,109415,106878,132144,59601,0.43117064656348464,âœ“,267553,129246,155664,62585,49304,126890,55036,0.5818062215710532,âœ“,267553,246983,121078,146475,144333,85371,2234,347,2366,32902,0.9231180364264276,âœ“,1514869,791116,723710,43,1093004,421865,590,554098,219631,1034,24604
Sindh,Larkana,Kashmore,208980,1233957,5.9,1090336,2.09,KASHMORE,7921,25679,72199,14397,10805,1233957,13431,8163,24425,64208,0,395,275,1,36,2,0,309,852,3653,2684,1,1160762,1233957,779,266203,266194,304236,748032,974744,0.35585910763175904,âœ“,0.27310042431653847,âœ“,208894,91811,57124,59959,27048,526,140187,41133,69072,77713,0.4395099907129932,âœ“,208894,77737,103009,40414,65471,70321,72426,0.4931161258820263,âœ“,208894,201325,177935,30959,103953,94556,804,529,656,8396,0.9637663121008742,âœ“,1233957,628265,605646,46,962174,271783,313,450362,124647,310,13544
Sindh,Larkana,Larkana,321837,1784453,5.54,1521786,2.7,LARKANA,15998,22423,176698,40652,25885,1784453,34031,19396,51582,3201,1,10199,258,0,55,1,2198,144,274,1376,375,3,1765521,1784453,847,777765,675353,252953,1215006,1485492,0.5558433456295689,âœ“,0.5235740078034752,âœ“,321528,221259,76424,23845,148652,1992,106568,64316,169532,37196,0.6881484660744943,âœ“,321528,176723,264082,35939,21507,176174,22855,0.8213343783434102,âœ“,321528,318020,305197,16331,128335,187412,465,277,681,4358,0.9890895971734964,âœ“,1784453,932604,851732,117,986302,798151,1097,653778,310433,1021,34231
Sindh,Larkana,Shikarpur,214901,1386330,6.45,1233760,1.97,SHIKARPUR,10745,29295,107321,22664,15889,1386330,19770,12083,33795,10856,0,17934,322,0,9,0,459,230,270,1193,2672,1,1346635,1386330,5749,421777,381153,307001,872141,1112119,0.4370313974460552,âœ“,0.3792552775377455,âœ“,214824,153167,37782,23875,53307,750,122212,38555,96185,47408,0.7129883067068856,âœ“,214824,98312,146199,30743,37882,96554,40991,0.6805524522399732,âœ“,214824,212909,197465,17359,109351,102277,699,219,642,1636,0.9910857259896474,âœ“,1386330,700698,685587,45,1067592,318738,638,460857,202222,483,23190
Sindh,Mirpur Khas,Mirpur Khas,313141,1681386,5.37,1504440,1.88,MIRPUR KHAS,15394,31219,162121,36163,24335,1680980,32287,17457,49929,27659,2,5009,27319,1,49,133,9322,43519,105442,11620,11437,5,1238963,1680980,200500,596976,518786,267147,1143427,1395168,0.4537115180942902,âœ“,0.4278882543177595,âœ“,312986,179617,24689,108680,51671,5132,247014,9169,141205,130995,0.573881898870876,âœ“,312986,146958,143778,43445,125763,124618,147875,0.4593751797204987,âœ“,312986,250859,131409,181577,116593,127241,10121,1899,2008,55124,0.8015023036174141,âœ“,1680980,881863,799038,79,1189032,491948,2271,658872,241528,948,37009
Sindh,Mirpur Khas,Tharparkar,327677,1778407,5.43,1647036,1.29,THARPARKAR,13225,43189,116587,24070,17999,1778123,23748,12684,41339,342,0,7,2736,0,11,1,0,4641,854,1410,346,0,1766714,1778123,1061,464904,396323,372976,1088975,1396273,0.3639413209669643,âœ“,0.3329606745958706,âœ“,327584,63581,42528,221475,1246,3495,310010,12833,168335,85850,0.1940906759792908,âœ“,327584,91988,95952,39075,192557,134214,134834,0.2929080785386344,âœ“,327584,180494,48865,278719,32872,61847,207688,1721,351,23105,0.5509853961121423,âœ“,1778123,928196,849894,33,1633954,144169,359,639930,186233,538,28652
Sindh,Mirpur Khas,Umer Kot,222649,1159831,5.21,1073469,1.3,UMER KOT,11166,37285,101909,20285,15509,1158284,19294,11586,34495,3328,0,216,3005,6,25,1,453,5733,20815,3730,2959,0,1101845,1158284,16168,349773,290808,212728,751699,945947,0.3868676158941278,âœ“,0.36975961655357015,âœ“,222562,95716,18867,107979,893,3138,211110,7421,91883,101049,0.43006443148426055,âœ“,222562,66358,72593,20979,128990,80302,111828,0.3261697863965996,âœ“,222562,150862,68842,153720,77975,54572,30972,655,429,57959,0.677842578697172,âœ“,1158284,606071,552188,25,900329,257955,726,446485,133893,504,22932
Sindh,Shaheed Benazirabad,Naushahro Feroze,319938,1777082,5.55,1612047,1.64,NAUSHAHRO FEROZE,16302,32652,160573,35403,23986,1776459,30753,17331,49769,4815,0,8186,4216,0,17,8,80,1828,37916,2463,9501,4,1636737,1776459,70688,784187,683795,214663,1196467,1465397,0.5715117926361529,âœ“,0.5351362122346368,âœ“,319768,220706,60051,39011,89209,1180,215570,13809,154016,79536,0.6902066498211203,âœ“,319768,167884,232568,38644,48556,155821,66033,0.7273022941632684,âœ“,319768,311355,297410,22358,128382,178489,970,2950,318,8659,0.9736903004678392,âœ“,1776459,901323,875061,75,1269838,506621,1681,665636,289178,1217,37081
Sindh,Shaheed Benazirabad,Sanghar,407265,2308465,5.67,2049873,2.01,SANGHAR,17405,49430,139389,29409,22342,2307831,26165,15578,46056,47418,2,32524,36173,30,138,130,3416,51568,124273,21789,32944,39,1756949,2307831,200438,760389,687063,418695,1573709,1929542,0.4365883400298276,âœ“,0.39407745464985994,âœ“,406937,208544,82867,115526,94868,2102,296430,13537,189813,146393,0.5124724465949275,âœ“,406937,172192,206088,44610,156239,170113,163975,0.5064371143444808,âœ“,406937,373178,244851,162086,173414,184079,8115,10391,685,30253,0.9170412127675784,âœ“,2307831,1172303,1135418,110,1677551,630280,2217,881055,353494,1332,50850
Sindh,Shaheed Benazirabad,Shaheed Benazirabad,334596,1845102,5.51,1613506,2.27,SHAHEED BENAZIRABAD,15092,49557,111187,21901,17858,1844627,20819,12473,38597,29025,14,30303,7915,0,41,0,610,4639,66878,6073,13665,10,1571669,1844627,113785,712982,629794,259216,1238322,1519647,0.5085866196352806,âœ“,0.4691760652309385,âœ“,334356,226009,65248,43099,86448,1718,234642,11548,149057,115810,0.675953175657084,âœ“,334356,159487,208519,37027,88810,147996,107457,0.6236436612472933,âœ“,334356,326687,268523,65833,124498,195346,1419,4252,1197,7644,0.977063369582122,âœ“,1844627,936724,907836,67,1246750,597877,1608,699067,282444,1086,39725
Sindh,Sukkur,Ghotki,331132,1772609,5.35,1648708,1.22,GHOTKI,16058,33663,140010,30466,20984,1760761,26665,14398,45879,13576,1,304,3799,0,34,0,283,1122,13605,4141,5812,5,1686586,1760761,31493,572209,495061,320479,1196515,1481137,0.4137524393760212,âœ“,0.3863309065940558,âœ“,331046,151117,100951,78978,64368,856,246119,19703,99654,158377,0.45648338901542385,âœ“,331046,110211,186370,33430,111246,103507,127549,0.5629731215601457,âœ“,331046,323310,286721,44325,148959,171541,635,2124,208,7579,0.9766316463573038,âœ“,1760761,914642,846072,47,1381388,379373,1185,694390,251138,669,34669
Sindh,Sukkur,Khairpur,452588,2597535,5.74,2405190,1.29,KHAIRPUR,21925,64938,202347,41209,30763,2597448,39006,20961,69727,13248,87,1722,4442,0,15,32,15,2110,17339,3864,5454,9,2538366,2597448,10745,1029338,855550,367366,1706188,2124259,0.5014394662252929,âœ“,0.4845633230222868,âœ“,452250,237916,124244,90090,101564,1540,337657,11489,185583,172270,0.5260718629076838,âœ“,452250,207912,264928,59029,128293,195267,151278,0.5857998894416805,âœ“,452250,439790,376873,75377,188536,244805,5512,299,2149,10949,0.972448866777225,âœ“,2597448,1315884,1281426,138,1753186,844262,2669,952574,392173,2096,56168
Sindh,Sukkur,Sukkur,268755,1639897,6.1,1488372,1.63,SUKKUR,14531,34046,144097,30985,21521,1625467,27939,15754,45469,15162,67,2007,3002,0,193,16,111,6372,28352,12168,12936,79,1399164,1625467,145838,715020,632719,237270,1086116,1337429,0.5825519557763628,âœ“,0.5346227724985775,âœ“,268588,184390,56354,27844,110859,2431,150457,4841,129617,59884,0.6865161511311004,âœ“,268588,140624,199703,29265,39620,136994,46480,0.7435291226711543,âœ“,268588,258926,209064,59524,133539,116154,3466,5378,1521,8530,0.9640266877150132,âœ“,1625467,863169,762224,74,824570,800897,1547,594534,262882,785,29181
KP,Bannu,Bannu,183246,1357890,7.41,1210183,1.94,BANNU,16914,50511,163357,33088,24661,1354674,30366,18075,53244,1309,0,1,165,1,138,1,0,241,4395,1342395,1131,7,379,1354674,4511,478586,379617,214143,909367,1127214,0.41745191985194097,âœ“,0.4245742157212384,âœ“,183130,154976,20260,7894,19078,2460,153869,7723,98833,32333,0.8462622180964342,âœ“,183130,101134,125069,19475,38586,114872,22216,0.6829520013105445,âœ“,183130,169422,152764,30366,68645,95039,3306,542,87,15511,0.9251460710970348,âœ“,1354674,704556,650099,19,1306578,48096,416,516993,201295,544,18908
KP,Bannu,Lakki Marwat,131894,1040856,7.89,902138,2.42,LAKKI MARWAT,9994,28621,100517,20474,14872,1036300,18003,11387,31470,893,0,1,488,6,9,0,0,35,855,1032760,705,0,95,1036300,453,413697,335435,142101,692004,852073,0.4847298570528494,âœ“,0.48551825958573974,âœ“,131800,101506,21456,8838,11677,625,112470,7028,77019,18302,0.7701517450682853,âœ“,131800,78627,106651,9145,16004,83508,11284,0.8091881638846737,âœ“,131800,118298,86372,45428,50018,49970,8148,29,178,23457,0.897556904400607,âœ“,1036300,524933,511354,13,934362,101938,509,379775,169918,386,14523
KP,Bannu,North Waziristan,99625,693332,6.96,540546,4.25,NORTH WAZIRISTAN,5476,15210,48364,10557,7919,693137,10269,4929,16572,694,0,0,87,0,14,0,0,24,520,690778,121,0,174,693137,725,155409,144051,160200,438878,557677,0.32822561167340353,âœ“,0.2786720628607599,âœ“,99595,52423,38942,8230,900,679,91168,6848,59598,9005,0.5263617651488528,âœ“,99595,47275,53523,20218,25854,67758,9904,0.5374064963100558,âœ“,99595,68449,50026,49569,26674,17045,30353,13,220,25290,0.6872734575028867,âœ“,693137,354542,338580,15,689201,3936,167,265039,76679,208,5118
KP,Dera Ismail Khan,Dera Ismail Khan,270189,1829811,6.77,1693594,1.3,DERA ISMAIL KHAN,16399,47328,134380,27130,21485,1822916,25955,13756,46384,791,2,5,2738,3,490,0,0,524,4765,582703,1198862,18,863,1822916,31152,720321,588508,264567,1263515,1545582,0.46577048946787336,âœ“,0.46605162327201016,âœ“,270021,218368,19326,32327,32224,4279,205792,27726,122273,96055,0.8087074709004114,âœ“,270021,189529,223956,44689,1376,142563,57742,0.8294021576099637,âœ“,270021,226383,165360,104661,82232,115865,14465,13235,132,44092,0.8383903474174231,âœ“,1822916,956098,866667,151,1451454,371462,1834,689698,303469,1056,37300
KP,Dera Ismail Khan,South Waziristan,178665,888675,4.97,675215,4.7,SOUTH WAZIRISTAN,5702,20258,54136,10613,7983,888675,10006,6303,18070,696,0,0,6,0,35,1,0,16406,49,870805,169,0,110,888675,398,213144,189570,199491,593064,736393,0.3196450973250779,âœ“,0.2894432728176395,âœ“,178636,55178,89809,33649,1613,1293,161464,14266,79102,16486,0.3088851071452563,âœ“,178636,64514,104752,40299,33585,84095,15686,0.5863991580644439,âœ“,178636,83065,57909,120727,36926,25023,26027,2,359,90299,0.4649958574979288,âœ“,888675,459531,429130,14,888675,0,234,356286,109833,332,5705
KP,Dera Ismail Khan,Tank,70694,470293,6.65,427044,1.63,TANK,3639,11622,30429,6073,4629,470293,5539,3412,10093,311,3,1,187,38,27,2,0,228,373,391871,76666,3,118,470293,465,163627,125071,81350,307532,388635,0.406692636863806,âœ“,0.4210300153099952,âœ“,70563,48472,16126,5965,4187,122,63954,2300,32730,11807,0.6869322449442342,âœ“,70563,34032,49791,12708,8064,37705,4882,0.7056247608520045,âœ“,70563,54317,34616,35947,23543,23721,4031,44,21,19203,0.769766024687159,âœ“,470293,241589,228703,1,421121,49172,253,171358,64799,138,7033
KP,Hazara,Abbottabad,237020,1419072,5.99,1333089,1.05,ABBOTTABAD,19762,58860,153573,32168,25739,1397587,30200,16448,52258,269,160,521,1221957,8,1080,11744,14,22545,10401,81731,1722,1971,730,1397587,42734,973225,822410,45412,1063313,1230982,0.773441122228356,âœ“,0.790608636032046,âœ“,236789,234356,1165,1268,104135,3612,128055,987,187932,26561,0.9897250294566048,âœ“,236789,199499,220283,4570,11936,172033,41881,0.9302923700002956,âœ“,236789,195201,141468,95321,138036,52013,5923,768,144,39905,0.8243668413650972,âœ“,1397587,701906,695577,104,1086688,310899,3504,587083,267311,927,44856
KP,Hazara,Batagram,86224,554133,6.43,476749,2.55,BATAGRAM,6734,15904,47923,10704,8405,553285,10034,4558,16982,300,0,1,21319,3,321,11654,0,65712,42,453373,3,181,36,553285,340,193723,147203,86264,376570,467209,0.39090474546565046,âœ“,0.4146388447140359,âœ“,86196,57917,9518,18761,398,928,84094,776,55963,12046,0.671922130957353,âœ“,86196,48579,63062,4652,18482,52719,16193,0.7316116757158104,âœ“,86196,62453,36428,49768,53792,4796,7218,1,31,20358,0.7245463826627686,âœ“,553285,280893,272382,10,553285,0,185,212082,78955,141,10284
KP,Hazara,Haripur,192658,1174783,6.1,1001515,2.7,HARIPUR,17496,55536,150394,29635,23769,1173056,26941,16891,49859,271,79,334,942172,12,985,3070,7,15598,11854,172471,1390,563,827,1173056,23423,785123,667053,43838,890826,1030777,0.7488027965057149,âœ“,0.7616807515107535,âœ“,192451,188352,2495,1604,76456,8750,106363,882,152221,18131,0.9787010719611744,âœ“,192451,159505,177481,7555,7415,150595,18055,0.9222139661524232,âœ“,192451,175157,133256,59195,123566,41365,12978,40,111,14391,0.9101381650394126,âœ“,1173056,590712,582299,45,1025696,147360,3295,494152,223904,940,36232
KP,Hazara,Kolai Palas Kohistan,40393,280162,6.94,276325,0.23,KOLAI PALAS KOHISTAN,833,4148,7114,1174,1062,236726,1404,809,2809,16,13,2,19,14,25,201656,8,9531,7,6647,10,18337,12,236726,429,27374,25209,80333,134084,180533,0.18800900927776615,âœ“,0.1516287880886043,âœ“,33983,5372,10436,18175,174,7,31621,2181,12803,7547,0.15807903951975988,âœ“,33983,9816,13481,8761,11741,11776,7728,0.3966983491745873,âœ“,33983,9014,5996,27987,8494,241,394,5,47,24802,0.265250272194921,âœ“,236726,121742,114982,2,236726,0,122,68397,25754,433,1453
KP,Hazara,Lower Kohistan,52318,340017,6.5,202935,9.01,LOWER KOHISTAN,1797,8150,15641,2728,2313,303305,3120,1817,5754,18,22,0,8,31,7,279839,0,1650,69,17187,6,82,13,303305,4373,43888,36945,90557,167582,224509,0.2204592378656419,âœ“,0.1954843681099644,âœ“,47347,17339,15741,14267,354,56,44780,2157,19330,9773,0.36621116438211504,âœ“,47347,16823,25605,7119,14623,18101,11740,0.5407945593173802,âœ“,47347,21612,17371,29976,20718,216,1101,3,50,25259,0.4564597545779035,âœ“,303305,156032,147262,11,303305,0,261,95161,26723,234,2158
KP,Hazara,Mansehra,294113,1797177,6.11,1555742,2.44,MANSEHRA,22117,58401,156135,33961,28216,1789624,32199,15271,55755,232,101,368,1185065,14,675,44883,8,206893,1800,321518,388,6775,115,1789624,20789,1023301,836108,111292,1310639,1551021,0.6379392037014007,âœ“,0.6597596035127828,âœ“,294052,280033,6421,7598,45901,10928,235114,2109,221456,28172,0.9523247588861834,âœ“,294052,216066,260243,8654,25155,193141,56073,0.885023737298165,âœ“,294052,232361,145344,148708,114024,76631,48966,170,207,54054,0.7902037734822412,âœ“,1789624,908540,880977,107,1635291,154333,2868,714508,320754,867,48401
